item_id,expected,anthropic:claude-haiku-4-5.verbalised::status,anthropic:claude-haiku-4-5.verbalised::level,anthropic:claude-haiku-4-5.verbalised::p,anthropic:claude-sonnet-4-5-20250929.verbalised::status,anthropic:claude-sonnet-4-5-20250929.verbalised::level,anthropic:claude-sonnet-4-5-20250929.verbalised::p,anthropic:claude-sonnet-5.verbalised::status,anthropic:claude-sonnet-5.verbalised::level,anthropic:claude-sonnet-5.verbalised::p,local:qwen36-35b-mtplx.verbalised::status,local:qwen36-35b-mtplx.verbalised::level,local:qwen36-35b-mtplx.verbalised::p,local:qwen36-mtplx.verbalised::status,local:qwen36-mtplx.verbalised::level,local:qwen36-mtplx.verbalised::p,openai:gpt-4.1.verbalised::status,openai:gpt-4.1.verbalised::level,openai:gpt-4.1.verbalised::p,openai:gpt-5.4-mini.verbalised::status,openai:gpt-5.4-mini.verbalised::level,openai:gpt-5.4-mini.verbalised::p,openai:gpt-5.5.verbalised::status,openai:gpt-5.5.verbalised::level,openai:gpt-5.5.verbalised::p,typesafe:jev-1.13.0.native::status,typesafe:jev-1.13.0.native::level,typesafe:jev-1.13.0.native::p
100:156,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:158,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:160,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:162,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:164,,ok,change,,ok,change,,ok,change,,,,,,,,ok,change,,ok,change,,ok,change,,ok,change,
100:166,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:168,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
100:17,,ok,sustain,,ok,sustain,,ok,neutral,,,,,,,,ok,neutral,,ok,neutral,,ok,neutral,,ok,neutral,
100:170,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:172,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
100:174,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:176,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:178,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:180,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:182,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:184,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:186,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:188,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:19,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:190,,ok,change,,ok,change,,ok,change,,,,,,,,ok,change,,ok,change,,ok,change,,ok,neutral,
100:192,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:194,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
100:196,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
100:198,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
100:200,,ok,change,,ok,change,,ok,change,,parse_failed,,,ok,change,,ok,change,,ok,change,,ok,change,,ok,change,
100:202,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:204,,ok,change,,ok,neutral,,ok,neutral,,,,,,,,ok,neutral,,ok,change,,ok,neutral,,ok,neutral,
100:206,,ok,neutral,,ok,neutral,,ok,neutral,,parse_failed,,,ok,neutral,,ok,neutral,,ok,neutral,,ok,neutral,,ok,neutral,
100:208,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:21,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:210,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
100:212,,ok,neutral,,ok,neutral,,ok,neutral,,,,,,,,ok,neutral,,ok,neutral,,ok,neutral,,ok,neutral,
100:214,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:216,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:218,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
100:220,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
100:222,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
100:224,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:226,,ok,neutral,,ok,neutral,,ok,neutral,,,,,,,,ok,neutral,,ok,neutral,,ok,neutral,,ok,neutral,
100:228,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:23,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:230,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:232,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:234,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:236,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:238,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:240,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:242,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:244,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:246,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:248,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:25,,,,,,,,,,,,,,,,,,,,,,,,,,ok,sustain,
100:250,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:252,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:254,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:256,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:258,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:260,,ok,neutral,,ok,neutral,,ok,neutral,,,,,,,,ok,neutral,,ok,neutral,,ok,neutral,,ok,neutral,
100:262,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:264,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:266,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
100:268,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:27,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:270,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:272,,ok,neutral,,ok,neutral,,ok,neutral,,,,,,,,ok,neutral,,ok,neutral,,ok,neutral,,ok,neutral,
100:274,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:276,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:278,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:280,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:282,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:29,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:3,,ok,neutral,,ok,change,,ok,change,,,,,,,,ok,change,,ok,neutral,,ok,neutral,,ok,neutral,
100:31,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:33,,,,,,,,,,,,,,,,,,,,,,,,,,ok,sustain,
100:35,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:37,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:39,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:41,,ok,neutral,,ok,neutral,,ok,neutral,,,,,,,,ok,neutral,,ok,neutral,,ok,neutral,,ok,neutral,
100:43,,,,,,,,,,,,,,,,,,,,,,,,,,ok,sustain,
100:45,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:47,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:49,,ok,neutral,,ok,neutral,,ok,neutral,,,,,,,,ok,neutral,,ok,neutral,,ok,neutral,,ok,neutral,
100:5,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:50,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:52,,ok,neutral,,ok,change,,ok,neutral,,,,,,,,ok,neutral,,ok,neutral,,ok,neutral,,ok,neutral,
100:54,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:56,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:58,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:60,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:62,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:64,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:66,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:68,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:7,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:70,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:72,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:74,,ok,neutral,,ok,neutral,,ok,change,,,,,,,,ok,neutral,,ok,neutral,,ok,neutral,,ok,neutral,
100:76,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:78,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
100:80,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:82,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:84,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:86,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:88,,ok,neutral,,ok,neutral,,ok,neutral,,parse_failed,,,ok,neutral,,ok,neutral,,ok,neutral,,ok,neutral,,ok,neutral,
100:9,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:90,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:92,,ok,neutral,,ok,neutral,,ok,neutral,,,,,,,,ok,neutral,,ok,neutral,,ok,neutral,,ok,neutral,
100:94,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:96,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
100:98,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
101:1,,ok,neutral,,ok,neutral,,ok,neutral,,,,,,,,ok,neutral,,ok,neutral,,ok,neutral,,ok,neutral,
101:11,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
101:13,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
101:15,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
101:17,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
101:19,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
101:21,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
101:23,,,,,,,,,,,,,,,,,,,,,,,,,,ok,sustain,
101:25,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
101:27,,,,,,,,,,,,,,,,,,,,,,,,,,ok,sustain,
101:29,,ok,sustain,,ok,sustain,,ok,sustain,,,,,,,,ok,sustain,,ok,sustain,,ok,sustain,,ok,sustain,
101:3,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
101:31,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
101:33,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
101:35,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
101:37,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
101:39,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
101:41,,ok,change,,ok,change,,ok,change,,parse_failed,,,ok,change,,ok,change,,ok,change,,ok,change,,ok,neutral,
101:43,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
101:45,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
101:47,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
101:49,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
101:5,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
101:51,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
101:53,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
101:55,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
101:57,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
101:59,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
101:61,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
101:63,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
101:7,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
101:9,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
102:1,,ok,neutral,,ok,neutral,,ok,neutral,,parse_failed,,,ok,neutral,,ok,neutral,,ok,neutral,,ok,neutral,,ok,neutral,
102:11,,ok,sustain,,ok,sustain,,ok,sustain,,,,,,,,ok,sustain,,ok,sustain,,ok,sustain,,ok,sustain,
102:13,,ok,sustain,,ok,sustain,,ok,sustain,,,,,,,,ok,sustain,,ok,sustain,,ok,sustain,,ok,sustain,
102:15,,ok,neutral,,ok,neutral,,ok,neutral,,,,,,,,ok,neutral,,ok,neutral,,ok,neutral,,ok,neutral,
102:17,,ok,neutral,,ok,neutral,,ok,neutral,,,,,,,,ok,neutral,,ok,neutral,,ok,neutral,,ok,neutral,
102:3,,ok,change,,ok,change,,ok,change,,,,,,,,ok,change,,ok,change,,ok,change,,ok,change,
102:5,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
102:7,,ok,sustain,,ok,sustain,,ok,sustain,,parse_failed,,,ok,sustain,,ok,sustain,,ok,sustain,,ok,sustain,,ok,sustain,
102:9,,ok,change,,ok,change,,ok,change,,parse_failed,,,ok,neutral,,ok,change,,ok,change,,ok,change,,ok,change,
103:1,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
103:11,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
103:13,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
103:15,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
103:3,,ok,neutral,,ok,neutral,,ok,neutral,,,,,,,,ok,neutral,,ok,neutral,,ok,neutral,,ok,neutral,
103:5,,ok,change,,ok,change,,ok,change,,,,,,,,ok,neutral,,ok,change,,ok,change,,ok,sustain,
103:7,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
103:9,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
104:1,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
104:11,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
104:13,,ok,neutral,,ok,neutral,,ok,neutral,,,,,,,,ok,neutral,,ok,neutral,,ok,neutral,,ok,neutral,
104:15,,,,,,,,,,,,,,,,,,,,,,,,,,ok,sustain,
104:17,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
104:19,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
104:21,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
104:23,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
104:25,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
104:27,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
104:29,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
104:3,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
104:31,,ok,sustain,,ok,sustain,,ok,sustain,,parse_failed,,,ok,sustain,,ok,sustain,,ok,sustain,,ok,sustain,,ok,sustain,
104:33,,,,,,,,,,,,,,,,,,,,,,,,,,ok,sustain,
104:35,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
104:37,,ok,change,,ok,change,,ok,change,,,,,,,,ok,change,,ok,change,,ok,change,,ok,change,
104:39,,ok,neutral,,ok,neutral,,ok,neutral,,,,,,,,ok,neutral,,ok,neutral,,ok,neutral,,ok,neutral,
104:41,,ok,change,,ok,change,,ok,change,,,,,,,,ok,change,,ok,change,,ok,change,,ok,change,
104:43,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
104:45,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
104:47,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
104:49,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
104:5,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
104:51,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
104:53,,ok,neutral,,ok,neutral,,ok,neutral,,,,,,,,ok,neutral,,ok,neutral,,ok,neutral,,ok,neutral,
104:7,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
104:9,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
105:1,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
105:11,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
105:13,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
105:15,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
105:17,,ok,neutral,,ok,sustain,,ok,sustain,,,,,,,,ok,neutral,,ok,neutral,,ok,sustain,,ok,neutral,
105:19,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
105:21,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
105:23,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
105:25,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
105:27,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
105:29,,ok,sustain,,ok,sustain,,ok,sustain,,,,,,,,ok,sustain,,ok,change,,ok,sustain,,ok,change,
105:3,,ok,change,,ok,change,,ok,change,,,,,,,,ok,change,,ok,neutral,,ok,change,,ok,neutral,
105:31,,,,,,,,,,,,,,,,,,,,,,,,,,ok,sustain,
105:33,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
105:35,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
105:37,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
105:39,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
105:41,,ok,change,,ok,change,,ok,change,,parse_failed,,,ok,change,,ok,change,,ok,change,,ok,change,,ok,change,
105:43,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
105:45,,ok,neutral,,ok,neutral,,ok,neutral,,parse_failed,,,ok,neutral,,ok,neutral,,ok,neutral,,ok,neutral,,ok,neutral,
105:47,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
105:49,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
105:5,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
105:7,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
105:9,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
106:1,,ok,neutral,,ok,neutral,,ok,neutral,,,,,,,,ok,neutral,,ok,neutral,,ok,neutral,,ok,neutral,
106:11,,ok,sustain,,ok,change,,ok,change,,,,,,,,ok,neutral,,ok,change,,ok,sustain,,ok,sustain,
106:13,,ok,sustain,,ok,sustain,,ok,sustain,,parse_failed,,,ok,sustain,,ok,sustain,,ok,sustain,,ok,sustain,,ok,sustain,
106:15,,,,,,,,,,,,,,,,,,,,,,,,,,ok,sustain,
106:17,,ok,neutral,,ok,neutral,,ok,neutral,,parse_failed,,,ok,neutral,,ok,neutral,,ok,neutral,,ok,neutral,,ok,neutral,
106:19,,ok,change,,ok,change,,ok,change,,parse_failed,,,ok,change,,ok,change,,ok,change,,ok,change,,ok,change,
106:21,,ok,neutral,,ok,neutral,,ok,neutral,,,,,,,,ok,neutral,,ok,neutral,,ok,neutral,,ok,neutral,
106:3,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
106:5,,ok,sustain,,ok,sustain,,ok,sustain,,,,,,,,ok,sustain,,ok,neutral,,ok,sustain,,ok,neutral,
106:7,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
106:9,,,,,,,,,,,,,,,,,,,,,,,,,,ok,sustain,
107:1,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
107:11,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
107:13,,,,,,,,,,,,,,,,,,,,,,,,,,ok,sustain,
107:15,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
107:17,,,,,,,,,,,,,,,,,,,,,,,,,,ok,sustain,
107:3,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
107:5,,,,,,,,,,,,,,,,,,,,,,,,,,ok,sustain,
107:7,,ok,neutral,,ok,neutral,,ok,neutral,,,,,,,,ok,neutral,,ok,neutral,,ok,neutral,,ok,neutral,
107:9,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
108:1,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
108:11,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
108:13,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
108:15,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
108:17,,ok,neutral,,ok,neutral,,ok,neutral,,,,,,,,ok,neutral,,ok,neutral,,ok,neutral,,ok,neutral,
108:19,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
108:21,,,,,,,,,,,,,,,,,,,,,,,,,,ok,sustain,
108:23,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
108:25,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
108:27,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
108:29,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
108:3,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
108:31,,ok,neutral,,ok,neutral,,ok,neutral,,,,,,,,ok,neutral,,ok,neutral,,ok,sustain,,ok,neutral,
108:33,,,,,,,,,,,,,,,,,,,,,,,,,,ok,neutral,
108:35,,,,,,,,,,,,,,,,,,,,,,,,,,ok,change,
